lipid_class,rt_win_max,rt_win_min
3G_OH-diMe-GDGT-6dbe_Me,25,10
3G_P_OH-diMe-GDGT-6dbe_Me,25,10
MeNG_G_P_OH-diMe-GDGT-7dbe_Me,25,10
NG_GA_OH-diMe-GDGT-7dbe_Me,25,10
NG_G_P_OH-diMe-GDGT-7dbe_Me,25,10
NG_OH-diMe-GDGT-7dbe_Me,20,10
GAc_OH-diMe-GDGT-7dbe_Me,15,1.5
GAc_G_OH-diMe-GDGT-7dbe_Me,25,5
APT_OH-diMe-GDGT-7dbe_Me,20,10
d2G_OH-diMe-GDGT-7dbe_Me,25,5
dG_OH-diMe-GDGT-7dbe_Me,15,1.5
dG_G_OH-diMe-GDGT-7dbe_Me,25,10
d3G_OH-diMe-GDGT-7dbe_Me,25,5
2G_OH-diMe-GDGT-7dbe_Me,15,5
2G_P_OH-diMe-GDGT-7dbe_Me,25,10
gG_OH-diMe-GDGT-7dbe_Me,15,1.5
gG_GAc_OH-diMe-GDGT-7dbe_Me,25,5
gG_G_OH-diMe-GDGT-7dbe_Me,25,5
G_MeNG_G_P_OH-diMe-GDGT-7dbe_Me,25,10
G_NG_G_P_OH-diMe-GDGT-7dbe_Me,25,10
G-PS_OH-diMe-GDGT-7dbe_Me,25,10
GA_OH-diMe-GDGT-7dbe_Me,15,5
Hp_OH-diMe-GDGT-7dbe_Me,10,1.5
Hp_G_OH-diMe-GDGT-7dbe_Me,20,5
MeG_OH-diMe-GDGT-7dbe_Me,10,1.5
MeG_2G_OH-diMe-GDGT-7dbe_Me,25,10
MeG_G_OH-diMe-GDGT-7dbe_Me,20,10
1G_OH-diMe-GDGT-7dbe_Me,7,1.5
G_NG_OH-diMe-GDGT-7dbe_Me,25,10
G_GA_OH-diMe-GDGT-7dbe_Me,20,5
1G_P_OH-diMe-GDGT-7dbe_Me,15,5
PG_G_OH-diMe-GDGT-7dbe_Me,25,8
MeAPT_OH-diMe-GDGT-7dbe_Me,20,10
2MeAPT_OH-diMe-GDGT-7dbe_Me,20,10
4MeAPT_OH-diMe-GDGT-7dbe_Me,20,10
3MeAPT_OH-diMe-GDGT-7dbe_Me,20,10
Bale_S1_OH-diMe-GDGT-7dbe_Me,25,10
Bale_S2_OH-diMe-GDGT-7dbe_Me,25,10
PGNAc_OH-diMe-GDGT-7dbe_Me,25,5
PC_OH-diMe-GDGT-7dbe_Me,20,5
GPE_OH-diMe-GDGT-7dbe_Me,25,5
PG_OH-diMe-GDGT-7dbe_Me,15,5
PG_PG_OH-diMe-GDGT-7dbe_Me,25,8
MePG_G_OH-diMe-GDGT-7dbe_Me,25,9
MePGP_OH-diMe-GDGT-7dbe_Me,25,9
PGS_OH-diMe-GDGT-7dbe_Me,25,8
PA_OH-diMe-GDGT-7dbe_Me,20,10
PDME_OH-diMe-GDGT-7dbe_Me,20,5
PE_OH-diMe-GDGT-7dbe_Me,20,5
PGP_OH-diMe-GDGT-7dbe_Me,25,5
PI_OH-diMe-GDGT-7dbe_Me,20,10
PME_OH-diMe-GDGT-7dbe_Me,20,5
PS_OH-diMe-GDGT-7dbe_Me,20,10
S_2G_OH-diMe-GDGT-7dbe_Me,25,10
S_3G_OH-diMe-GDGT-7dbe_Me,25,10
4G_OH-diMe-GDGT-7dbe_Me,25,10
4G_P_OH-diMe-GDGT-7dbe_Me,25,10
3G_OH-diMe-GDGT-7dbe_Me,25,10
3G_P_OH-diMe-GDGT-7dbe_Me,25,10
MeNG_G_P_OH-diMe-GDGT-8dbe_Me,25,10
NG_GA_OH-diMe-GDGT-8dbe_Me,25,10
NG_G_P_OH-diMe-GDGT-8dbe_Me,25,10
NG_OH-diMe-GDGT-8dbe_Me,20,10
GAc_OH-diMe-GDGT-8dbe_Me,15,1.5
GAc_G_OH-diMe-GDGT-8dbe_Me,25,5
APT_OH-diMe-GDGT-8dbe_Me,20,10
d2G_OH-diMe-GDGT-8dbe_Me,25,5
dG_OH-diMe-GDGT-8dbe_Me,15,1.5
dG_G_OH-diMe-GDGT-8dbe_Me,25,10
d3G_OH-diMe-GDGT-8dbe_Me,25,5
2G_OH-diMe-GDGT-8dbe_Me,15,5
2G_P_OH-diMe-GDGT-8dbe_Me,25,10
gG_OH-diMe-GDGT-8dbe_Me,15,1.5
gG_GAc_OH-diMe-GDGT-8dbe_Me,25,5
gG_G_OH-diMe-GDGT-8dbe_Me,25,5
G_MeNG_G_P_OH-diMe-GDGT-8dbe_Me,25,10
G_NG_G_P_OH-diMe-GDGT-8dbe_Me,25,10
G-PS_OH-diMe-GDGT-8dbe_Me,25,10
GA_OH-diMe-GDGT-8dbe_Me,15,5
Hp_OH-diMe-GDGT-8dbe_Me,10,1.5
Hp_G_OH-diMe-GDGT-8dbe_Me,20,5
MeG_OH-diMe-GDGT-8dbe_Me,10,1.5
MeG_2G_OH-diMe-GDGT-8dbe_Me,25,10
MeG_G_OH-diMe-GDGT-8dbe_Me,20,10
1G_OH-diMe-GDGT-8dbe_Me,7,1.5
G_NG_OH-diMe-GDGT-8dbe_Me,25,10
G_GA_OH-diMe-GDGT-8dbe_Me,20,5
1G_P_OH-diMe-GDGT-8dbe_Me,15,5
PG_G_OH-diMe-GDGT-8dbe_Me,25,8
MeAPT_OH-diMe-GDGT-8dbe_Me,20,10
2MeAPT_OH-diMe-GDGT-8dbe_Me,20,10
4MeAPT_OH-diMe-GDGT-8dbe_Me,20,10
3MeAPT_OH-diMe-GDGT-8dbe_Me,20,10
Bale_S1_OH-diMe-GDGT-8dbe_Me,25,10
Bale_S2_OH-diMe-GDGT-8dbe_Me,25,10
PGNAc_OH-diMe-GDGT-8dbe_Me,25,5
PC_OH-diMe-GDGT-8dbe_Me,20,5
GPE_OH-diMe-GDGT-8dbe_Me,25,5
PG_OH-diMe-GDGT-8dbe_Me,15,5
PG_PG_OH-diMe-GDGT-8dbe_Me,25,8
MePG_G_OH-diMe-GDGT-8dbe_Me,25,9
MePGP_OH-diMe-GDGT-8dbe_Me,25,9
PGS_OH-diMe-GDGT-8dbe_Me,25,8
PA_OH-diMe-GDGT-8dbe_Me,20,10
PDME_OH-diMe-GDGT-8dbe_Me,20,5
PE_OH-diMe-GDGT-8dbe_Me,20,5
PGP_OH-diMe-GDGT-8dbe_Me,25,5
PI_OH-diMe-GDGT-8dbe_Me,20,10
PME_OH-diMe-GDGT-8dbe_Me,20,5
PS_OH-diMe-GDGT-8dbe_Me,20,10
S_2G_OH-diMe-GDGT-8dbe_Me,25,10
S_3G_OH-diMe-GDGT-8dbe_Me,25,10
4G_OH-diMe-GDGT-8dbe_Me,25,10
4G_P_OH-diMe-GDGT-8dbe_Me,25,10
3G_OH-diMe-GDGT-8dbe_Me,25,10
3G_P_OH-diMe-GDGT-8dbe_Me,25,10
MeNG_G_P_OH-diMe-GDGT-9dbe_Me,25,10
NG_GA_OH-diMe-GDGT-9dbe_Me,25,10
NG_G_P_OH-diMe-GDGT-9dbe_Me,25,10
NG_OH-diMe-GDGT-9dbe_Me,20,10
GAc_OH-diMe-GDGT-9dbe_Me,15,1.5
GAc_G_OH-diMe-GDGT-9dbe_Me,25,5
APT_OH-diMe-GDGT-9dbe_Me,20,10
d2G_OH-diMe-GDGT-9dbe_Me,25,5
dG_OH-diMe-GDGT-9dbe_Me,15,1.5
dG_G_OH-diMe-GDGT-9dbe_Me,25,10
d3G_OH-diMe-GDGT-9dbe_Me,25,5
2G_OH-diMe-GDGT-9dbe_Me,15,5
2G_P_OH-diMe-GDGT-9dbe_Me,25,10
gG_OH-diMe-GDGT-9dbe_Me,15,1.5
gG_GAc_OH-diMe-GDGT-9dbe_Me,25,5
gG_G_OH-diMe-GDGT-9dbe_Me,25,5
G_MeNG_G_P_OH-diMe-GDGT-9dbe_Me,25,10
G_NG_G_P_OH-diMe-GDGT-9dbe_Me,25,10
G-PS_OH-diMe-GDGT-9dbe_Me,25,10
GA_OH-diMe-GDGT-9dbe_Me,15,5
Hp_OH-diMe-GDGT-9dbe_Me,10,1.5
Hp_G_OH-diMe-GDGT-9dbe_Me,20,5
MeG_OH-diMe-GDGT-9dbe_Me,10,1.5
MeG_2G_OH-diMe-GDGT-9dbe_Me,25,10
MeG_G_OH-diMe-GDGT-9dbe_Me,20,10
1G_OH-diMe-GDGT-9dbe_Me,7,1.5
G_NG_OH-diMe-GDGT-9dbe_Me,25,10
G_GA_OH-diMe-GDGT-9dbe_Me,20,5
1G_P_OH-diMe-GDGT-9dbe_Me,15,5
PG_G_OH-diMe-GDGT-9dbe_Me,25,8
MeAPT_OH-diMe-GDGT-9dbe_Me,20,10
2MeAPT_OH-diMe-GDGT-9dbe_Me,20,10
4MeAPT_OH-diMe-GDGT-9dbe_Me,20,10
3MeAPT_OH-diMe-GDGT-9dbe_Me,20,10
Bale_S1_OH-diMe-GDGT-9dbe_Me,25,10
Bale_S2_OH-diMe-GDGT-9dbe_Me,25,10
PGNAc_OH-diMe-GDGT-9dbe_Me,25,5
PC_OH-diMe-GDGT-9dbe_Me,20,5
GPE_OH-diMe-GDGT-9dbe_Me,25,5
PG_OH-diMe-GDGT-9dbe_Me,15,5
PG_PG_OH-diMe-GDGT-9dbe_Me,25,8
MePG_G_OH-diMe-GDGT-9dbe_Me,25,9
MePGP_OH-diMe-GDGT-9dbe_Me,25,9
PGS_OH-diMe-GDGT-9dbe_Me,25,8
PA_OH-diMe-GDGT-9dbe_Me,20,10
PDME_OH-diMe-GDGT-9dbe_Me,20,5
PE_OH-diMe-GDGT-9dbe_Me,20,5
PGP_OH-diMe-GDGT-9dbe_Me,25,5
PI_OH-diMe-GDGT-9dbe_Me,20,10
PME_OH-diMe-GDGT-9dbe_Me,20,5
PS_OH-diMe-GDGT-9dbe_Me,20,10
S_2G_OH-diMe-GDGT-9dbe_Me,25,10
S_3G_OH-diMe-GDGT-9dbe_Me,25,10
4G_OH-diMe-GDGT-9dbe_Me,25,10
4G_P_OH-diMe-GDGT-9dbe_Me,25,10
3G_OH-diMe-GDGT-9dbe_Me,25,10
3G_P_OH-diMe-GDGT-9dbe_Me,25,10
MeNG_G_P_OH-GDGT-0_Me,25,10
NG_GA_OH-GDGT-0_Me,25,10
NG_G_P_OH-GDGT-0_Me,25,10
NG_OH-GDGT-0_Me,20,10
GAc_OH-GDGT-0_Me,15,1.5
GAc_G_OH-GDGT-0_Me,25,5
APT_OH-GDGT-0_Me,20,10
d2G_OH-GDGT-0_Me,25,5
dG_OH-GDGT-0_Me,15,1.5
dG_G_OH-GDGT-0_Me,25,10
d3G_OH-GDGT-0_Me,25,5
2G_OH-GDGT-0_Me,15,5
2G_P_OH-GDGT-0_Me,25,10
gG_OH-GDGT-0_Me,15,1.5
gG_GAc_OH-GDGT-0_Me,25,5
gG_G_OH-GDGT-0_Me,25,5
G_MeNG_G_P_OH-GDGT-0_Me,25,10
G_NG_G_P_OH-GDGT-0_Me,25,10
G-PS_OH-GDGT-0_Me,25,10
GA_OH-GDGT-0_Me,15,5
Hp_OH-GDGT-0_Me,10,1.5
Hp_G_OH-GDGT-0_Me,20,5
MeG_OH-GDGT-0_Me,10,1.5
MeG_2G_OH-GDGT-0_Me,25,10
MeG_G_OH-GDGT-0_Me,20,10
1G_OH-GDGT-0_Me,7,1.5
G_NG_OH-GDGT-0_Me,25,10
G_GA_OH-GDGT-0_Me,20,5
1G_P_OH-GDGT-0_Me,15,5
PG_G_OH-GDGT-0_Me,25,8
MeAPT_OH-GDGT-0_Me,20,10
2MeAPT_OH-GDGT-0_Me,20,10
4MeAPT_OH-GDGT-0_Me,20,10
3MeAPT_OH-GDGT-0_Me,20,10
Bale_S1_OH-GDGT-0_Me,25,10
Bale_S2_OH-GDGT-0_Me,25,10
PGNAc_OH-GDGT-0_Me,25,5
PC_OH-GDGT-0_Me,20,5
GPE_OH-GDGT-0_Me,25,5
PG_OH-GDGT-0_Me,15,5
PG_PG_OH-GDGT-0_Me,25,8
MePG_G_OH-GDGT-0_Me,25,9
MePGP_OH-GDGT-0_Me,25,9
PGS_OH-GDGT-0_Me,25,8
PA_OH-GDGT-0_Me,20,10
PDME_OH-GDGT-0_Me,20,5
PE_OH-GDGT-0_Me,20,5
PGP_OH-GDGT-0_Me,25,5
PI_OH-GDGT-0_Me,20,10
PME_OH-GDGT-0_Me,20,5
PS_OH-GDGT-0_Me,20,10
S_2G_OH-GDGT-0_Me,25,10
S_3G_OH-GDGT-0_Me,25,10
4G_OH-GDGT-0_Me,25,10
4G_P_OH-GDGT-0_Me,25,10
3G_OH-GDGT-0_Me,25,10
3G_P_OH-GDGT-0_Me,25,10
MeNG_G_P_OH-GDGT-1_Me,25,10
NG_GA_OH-GDGT-1_Me,25,10
NG_G_P_OH-GDGT-1_Me,25,10
NG_OH-GDGT-1_Me,20,10
GAc_OH-GDGT-1_Me,15,1.5
GAc_G_OH-GDGT-1_Me,25,5
APT_OH-GDGT-1_Me,20,10
d2G_OH-GDGT-1_Me,25,5
dG_OH-GDGT-1_Me,15,1.5
dG_G_OH-GDGT-1_Me,25,10
d3G_OH-GDGT-1_Me,25,5
2G_OH-GDGT-1_Me,15,5
2G_P_OH-GDGT-1_Me,25,10
gG_OH-GDGT-1_Me,15,1.5
gG_GAc_OH-GDGT-1_Me,25,5
gG_G_OH-GDGT-1_Me,25,5
G_MeNG_G_P_OH-GDGT-1_Me,25,10
G_NG_G_P_OH-GDGT-1_Me,25,10
G-PS_OH-GDGT-1_Me,25,10
GA_OH-GDGT-1_Me,15,5
Hp_OH-GDGT-1_Me,10,1.5
Hp_G_OH-GDGT-1_Me,20,5
MeG_OH-GDGT-1_Me,10,1.5
MeG_2G_OH-GDGT-1_Me,25,10
MeG_G_OH-GDGT-1_Me,20,10
1G_OH-GDGT-1_Me,7,1.5
G_NG_OH-GDGT-1_Me,25,10
G_GA_OH-GDGT-1_Me,20,5
1G_P_OH-GDGT-1_Me,15,5
PG_G_OH-GDGT-1_Me,25,8
MeAPT_OH-GDGT-1_Me,20,10
2MeAPT_OH-GDGT-1_Me,20,10
4MeAPT_OH-GDGT-1_Me,20,10
3MeAPT_OH-GDGT-1_Me,20,10
Bale_S1_OH-GDGT-1_Me,25,10
Bale_S2_OH-GDGT-1_Me,25,10
PGNAc_OH-GDGT-1_Me,25,5
PC_OH-GDGT-1_Me,20,5
GPE_OH-GDGT-1_Me,25,5
PG_OH-GDGT-1_Me,15,5
PG_PG_OH-GDGT-1_Me,25,8
MePG_G_OH-GDGT-1_Me,25,9
MePGP_OH-GDGT-1_Me,25,9
PGS_OH-GDGT-1_Me,25,8
PA_OH-GDGT-1_Me,20,10
PDME_OH-GDGT-1_Me,20,5
PE_OH-GDGT-1_Me,20,5
PGP_OH-GDGT-1_Me,25,5
PI_OH-GDGT-1_Me,20,10
PME_OH-GDGT-1_Me,20,5
PS_OH-GDGT-1_Me,20,10
S_2G_OH-GDGT-1_Me,25,10
S_3G_OH-GDGT-1_Me,25,10
4G_OH-GDGT-1_Me,25,10
4G_P_OH-GDGT-1_Me,25,10
3G_OH-GDGT-1_Me,25,10
3G_P_OH-GDGT-1_Me,25,10
MeNG_G_P_OH-GDGT-10dbe_Me,25,10
NG_GA_OH-GDGT-10dbe_Me,25,10
NG_G_P_OH-GDGT-10dbe_Me,25,10
NG_OH-GDGT-10dbe_Me,20,10
GAc_OH-GDGT-10dbe_Me,15,1.5
GAc_G_OH-GDGT-10dbe_Me,25,5
APT_OH-GDGT-10dbe_Me,20,10
d2G_OH-GDGT-10dbe_Me,25,5
dG_OH-GDGT-10dbe_Me,15,1.5
dG_G_OH-GDGT-10dbe_Me,25,10
d3G_OH-GDGT-10dbe_Me,25,5
2G_OH-GDGT-10dbe_Me,15,5
2G_P_OH-GDGT-10dbe_Me,25,10
gG_OH-GDGT-10dbe_Me,15,1.5
gG_GAc_OH-GDGT-10dbe_Me,25,5
gG_G_OH-GDGT-10dbe_Me,25,5
G_MeNG_G_P_OH-GDGT-10dbe_Me,25,10
G_NG_G_P_OH-GDGT-10dbe_Me,25,10
G-PS_OH-GDGT-10dbe_Me,25,10
GA_OH-GDGT-10dbe_Me,15,5
Hp_OH-GDGT-10dbe_Me,10,1.5
Hp_G_OH-GDGT-10dbe_Me,20,5
MeG_OH-GDGT-10dbe_Me,10,1.5
MeG_2G_OH-GDGT-10dbe_Me,25,10
MeG_G_OH-GDGT-10dbe_Me,20,10
1G_OH-GDGT-10dbe_Me,7,1.5
G_NG_OH-GDGT-10dbe_Me,25,10
G_GA_OH-GDGT-10dbe_Me,20,5
1G_P_OH-GDGT-10dbe_Me,15,5
PG_G_OH-GDGT-10dbe_Me,25,8
MeAPT_OH-GDGT-10dbe_Me,20,10
2MeAPT_OH-GDGT-10dbe_Me,20,10
4MeAPT_OH-GDGT-10dbe_Me,20,10
3MeAPT_OH-GDGT-10dbe_Me,20,10
Bale_S1_OH-GDGT-10dbe_Me,25,10
Bale_S2_OH-GDGT-10dbe_Me,25,10
PGNAc_OH-GDGT-10dbe_Me,25,5
PC_OH-GDGT-10dbe_Me,20,5
GPE_OH-GDGT-10dbe_Me,25,5
PG_OH-GDGT-10dbe_Me,15,5
PG_PG_OH-GDGT-10dbe_Me,25,8
MePG_G_OH-GDGT-10dbe_Me,25,9
MePGP_OH-GDGT-10dbe_Me,25,9
PGS_OH-GDGT-10dbe_Me,25,8
PA_OH-GDGT-10dbe_Me,20,10
PDME_OH-GDGT-10dbe_Me,20,5
PE_OH-GDGT-10dbe_Me,20,5
PGP_OH-GDGT-10dbe_Me,25,5
PI_OH-GDGT-10dbe_Me,20,10
PME_OH-GDGT-10dbe_Me,20,5
PS_OH-GDGT-10dbe_Me,20,10
S_2G_OH-GDGT-10dbe_Me,25,10
S_3G_OH-GDGT-10dbe_Me,25,10
4G_OH-GDGT-10dbe_Me,25,10
4G_P_OH-GDGT-10dbe_Me,25,10
3G_OH-GDGT-10dbe_Me,25,10
3G_P_OH-GDGT-10dbe_Me,25,10
MeNG_G_P_OH-GDGT-11dbe_Me,25,10
NG_GA_OH-GDGT-11dbe_Me,25,10
NG_G_P_OH-GDGT-11dbe_Me,25,10
NG_OH-GDGT-11dbe_Me,20,10
GAc_OH-GDGT-11dbe_Me,15,1.5
GAc_G_OH-GDGT-11dbe_Me,25,5
APT_OH-GDGT-11dbe_Me,20,10
d2G_OH-GDGT-11dbe_Me,25,5
dG_OH-GDGT-11dbe_Me,15,1.5
dG_G_OH-GDGT-11dbe_Me,25,10
d3G_OH-GDGT-11dbe_Me,25,5
2G_OH-GDGT-11dbe_Me,15,5
2G_P_OH-GDGT-11dbe_Me,25,10
gG_OH-GDGT-11dbe_Me,15,1.5
gG_GAc_OH-GDGT-11dbe_Me,25,5
gG_G_OH-GDGT-11dbe_Me,25,5
G_MeNG_G_P_OH-GDGT-11dbe_Me,25,10
G_NG_G_P_OH-GDGT-11dbe_Me,25,10
G-PS_OH-GDGT-11dbe_Me,25,10
GA_OH-GDGT-11dbe_Me,15,5
Hp_OH-GDGT-11dbe_Me,10,1.5
Hp_G_OH-GDGT-11dbe_Me,20,5
MeG_OH-GDGT-11dbe_Me,10,1.5
MeG_2G_OH-GDGT-11dbe_Me,25,10
MeG_G_OH-GDGT-11dbe_Me,20,10
1G_OH-GDGT-11dbe_Me,7,1.5
G_NG_OH-GDGT-11dbe_Me,25,10
G_GA_OH-GDGT-11dbe_Me,20,5
1G_P_OH-GDGT-11dbe_Me,15,5
PG_G_OH-GDGT-11dbe_Me,25,8
MeAPT_OH-GDGT-11dbe_Me,20,10
2MeAPT_OH-GDGT-11dbe_Me,20,10
4MeAPT_OH-GDGT-11dbe_Me,20,10
3MeAPT_OH-GDGT-11dbe_Me,20,10
Bale_S1_OH-GDGT-11dbe_Me,25,10
Bale_S2_OH-GDGT-11dbe_Me,25,10
PGNAc_OH-GDGT-11dbe_Me,25,5
PC_OH-GDGT-11dbe_Me,20,5
GPE_OH-GDGT-11dbe_Me,25,5
PG_OH-GDGT-11dbe_Me,15,5
PG_PG_OH-GDGT-11dbe_Me,25,8
MePG_G_OH-GDGT-11dbe_Me,25,9
MePGP_OH-GDGT-11dbe_Me,25,9
PGS_OH-GDGT-11dbe_Me,25,8
PA_OH-GDGT-11dbe_Me,20,10
PDME_OH-GDGT-11dbe_Me,20,5
PE_OH-GDGT-11dbe_Me,20,5
PGP_OH-GDGT-11dbe_Me,25,5
PI_OH-GDGT-11dbe_Me,20,10
PME_OH-GDGT-11dbe_Me,20,5
PS_OH-GDGT-11dbe_Me,20,10
S_2G_OH-GDGT-11dbe_Me,25,10
S_3G_OH-GDGT-11dbe_Me,25,10
4G_OH-GDGT-11dbe_Me,25,10
4G_P_OH-GDGT-11dbe_Me,25,10
3G_OH-GDGT-11dbe_Me,25,10
3G_P_OH-GDGT-11dbe_Me,25,10
MeNG_G_P_OH-GDGT-12dbe_Me,25,10
NG_GA_OH-GDGT-12dbe_Me,25,10
NG_G_P_OH-GDGT-12dbe_Me,25,10
NG_OH-GDGT-12dbe_Me,20,10
GAc_OH-GDGT-12dbe_Me,15,1.5
GAc_G_OH-GDGT-12dbe_Me,25,5
APT_OH-GDGT-12dbe_Me,20,10
d2G_OH-GDGT-12dbe_Me,25,5
dG_OH-GDGT-12dbe_Me,15,1.5
dG_G_OH-GDGT-12dbe_Me,25,10
d3G_OH-GDGT-12dbe_Me,25,5
2G_OH-GDGT-12dbe_Me,15,5
2G_P_OH-GDGT-12dbe_Me,25,10
gG_OH-GDGT-12dbe_Me,15,1.5
gG_GAc_OH-GDGT-12dbe_Me,25,5
gG_G_OH-GDGT-12dbe_Me,25,5
G_MeNG_G_P_OH-GDGT-12dbe_Me,25,10
G_NG_G_P_OH-GDGT-12dbe_Me,25,10
G-PS_OH-GDGT-12dbe_Me,25,10
GA_OH-GDGT-12dbe_Me,15,5
Hp_OH-GDGT-12dbe_Me,10,1.5
Hp_G_OH-GDGT-12dbe_Me,20,5
MeG_OH-GDGT-12dbe_Me,10,1.5
MeG_2G_OH-GDGT-12dbe_Me,25,10
MeG_G_OH-GDGT-12dbe_Me,20,10
1G_OH-GDGT-12dbe_Me,7,1.5
G_NG_OH-GDGT-12dbe_Me,25,10
G_GA_OH-GDGT-12dbe_Me,20,5
1G_P_OH-GDGT-12dbe_Me,15,5
PG_G_OH-GDGT-12dbe_Me,25,8
MeAPT_OH-GDGT-12dbe_Me,20,10
2MeAPT_OH-GDGT-12dbe_Me,20,10
4MeAPT_OH-GDGT-12dbe_Me,20,10
3MeAPT_OH-GDGT-12dbe_Me,20,10
Bale_S1_OH-GDGT-12dbe_Me,25,10
Bale_S2_OH-GDGT-12dbe_Me,25,10
PGNAc_OH-GDGT-12dbe_Me,25,5
PC_OH-GDGT-12dbe_Me,20,5
GPE_OH-GDGT-12dbe_Me,25,5
PG_OH-GDGT-12dbe_Me,15,5
PG_PG_OH-GDGT-12dbe_Me,25,8
MePG_G_OH-GDGT-12dbe_Me,25,9
MePGP_OH-GDGT-12dbe_Me,25,9
PGS_OH-GDGT-12dbe_Me,25,8
PA_OH-GDGT-12dbe_Me,20,10
PDME_OH-GDGT-12dbe_Me,20,5
PE_OH-GDGT-12dbe_Me,20,5
PGP_OH-GDGT-12dbe_Me,25,5
PI_OH-GDGT-12dbe_Me,20,10
PME_OH-GDGT-12dbe_Me,20,5
PS_OH-GDGT-12dbe_Me,20,10
S_2G_OH-GDGT-12dbe_Me,25,10
S_3G_OH-GDGT-12dbe_Me,25,10
4G_OH-GDGT-12dbe_Me,25,10
4G_P_OH-GDGT-12dbe_Me,25,10
3G_OH-GDGT-12dbe_Me,25,10
3G_P_OH-GDGT-12dbe_Me,25,10
MeNG_G_P_OH-GDGT-2_Me,25,10
NG_GA_OH-GDGT-2_Me,25,10
NG_G_P_OH-GDGT-2_Me,25,10
NG_OH-GDGT-2_Me,20,10
GAc_OH-GDGT-2_Me,15,1.5
GAc_G_OH-GDGT-2_Me,25,5
APT_OH-GDGT-2_Me,20,10
d2G_OH-GDGT-2_Me,25,5
dG_OH-GDGT-2_Me,15,1.5
dG_G_OH-GDGT-2_Me,25,10
d3G_OH-GDGT-2_Me,25,5
2G_OH-GDGT-2_Me,15,5
2G_P_OH-GDGT-2_Me,25,10
gG_OH-GDGT-2_Me,15,1.5
gG_GAc_OH-GDGT-2_Me,25,5
gG_G_OH-GDGT-2_Me,25,5
G_MeNG_G_P_OH-GDGT-2_Me,25,10
G_NG_G_P_OH-GDGT-2_Me,25,10
G-PS_OH-GDGT-2_Me,25,10
GA_OH-GDGT-2_Me,15,5
Hp_OH-GDGT-2_Me,10,1.5
Hp_G_OH-GDGT-2_Me,20,5
MeG_OH-GDGT-2_Me,10,1.5
MeG_2G_OH-GDGT-2_Me,25,10
MeG_G_OH-GDGT-2_Me,20,10
1G_OH-GDGT-2_Me,7,1.5
G_NG_OH-GDGT-2_Me,25,10
G_GA_OH-GDGT-2_Me,20,5
1G_P_OH-GDGT-2_Me,15,5
PG_G_OH-GDGT-2_Me,25,8
MeAPT_OH-GDGT-2_Me,20,10
2MeAPT_OH-GDGT-2_Me,20,10
4MeAPT_OH-GDGT-2_Me,20,10
3MeAPT_OH-GDGT-2_Me,20,10
Bale_S1_OH-GDGT-2_Me,25,10
Bale_S2_OH-GDGT-2_Me,25,10
PGNAc_OH-GDGT-2_Me,25,5
PC_OH-GDGT-2_Me,20,5
GPE_OH-GDGT-2_Me,25,5
PG_OH-GDGT-2_Me,15,5
PG_PG_OH-GDGT-2_Me,25,8
MePG_G_OH-GDGT-2_Me,25,9
MePGP_OH-GDGT-2_Me,25,9
PGS_OH-GDGT-2_Me,25,8
PA_OH-GDGT-2_Me,20,10
PDME_OH-GDGT-2_Me,20,5
PE_OH-GDGT-2_Me,20,5
PGP_OH-GDGT-2_Me,25,5
PI_OH-GDGT-2_Me,20,10
PME_OH-GDGT-2_Me,20,5
PS_OH-GDGT-2_Me,20,10
S_2G_OH-GDGT-2_Me,25,10
S_3G_OH-GDGT-2_Me,25,10
4G_OH-GDGT-2_Me,25,10
4G_P_OH-GDGT-2_Me,25,10
3G_OH-GDGT-2_Me,25,10
3G_P_OH-GDGT-2_Me,25,10
MeNG_G_P_OH-GDGT-3_Me,25,10
NG_GA_OH-GDGT-3_Me,25,10
NG_G_P_OH-GDGT-3_Me,25,10
NG_OH-GDGT-3_Me,20,10
GAc_OH-GDGT-3_Me,15,1.5
GAc_G_OH-GDGT-3_Me,25,5
APT_OH-GDGT-3_Me,20,10
d2G_OH-GDGT-3_Me,25,5
dG_OH-GDGT-3_Me,15,1.5
dG_G_OH-GDGT-3_Me,25,10
d3G_OH-GDGT-3_Me,25,5
2G_OH-GDGT-3_Me,15,5
2G_P_OH-GDGT-3_Me,25,10
gG_OH-GDGT-3_Me,15,1.5
gG_GAc_OH-GDGT-3_Me,25,5
gG_G_OH-GDGT-3_Me,25,5
G_MeNG_G_P_OH-GDGT-3_Me,25,10
G_NG_G_P_OH-GDGT-3_Me,25,10
G-PS_OH-GDGT-3_Me,25,10
GA_OH-GDGT-3_Me,15,5
Hp_OH-GDGT-3_Me,10,1.5
Hp_G_OH-GDGT-3_Me,20,5
MeG_OH-GDGT-3_Me,10,1.5
MeG_2G_OH-GDGT-3_Me,25,10
MeG_G_OH-GDGT-3_Me,20,10
1G_OH-GDGT-3_Me,7,1.5
G_NG_OH-GDGT-3_Me,25,10
G_GA_OH-GDGT-3_Me,20,5
1G_P_OH-GDGT-3_Me,15,5
PG_G_OH-GDGT-3_Me,25,8
MeAPT_OH-GDGT-3_Me,20,10
2MeAPT_OH-GDGT-3_Me,20,10
4MeAPT_OH-GDGT-3_Me,20,10
3MeAPT_OH-GDGT-3_Me,20,10
Bale_S1_OH-GDGT-3_Me,25,10
Bale_S2_OH-GDGT-3_Me,25,10
PGNAc_OH-GDGT-3_Me,25,5
