lipid_class,rt_win_max,rt_win_min
NG_GA_brGDGT_3Me_SB,25,10
NG_G_P_brGDGT_3Me_SB,25,10
NG_brGDGT_3Me_SB,20,10
GAc_brGDGT_3Me_SB,15,1.5
GAc_G_brGDGT_3Me_SB,25,5
APT_brGDGT_3Me_SB,20,10
d2G_brGDGT_3Me_SB,25,5
dG_brGDGT_3Me_SB,15,1.5
dG_G_brGDGT_3Me_SB,25,10
d3G_brGDGT_3Me_SB,25,5
2G_brGDGT_3Me_SB,15,5
2G_P_brGDGT_3Me_SB,25,10
gG_brGDGT_3Me_SB,15,1.5
gG_GAc_brGDGT_3Me_SB,25,5
gG_G_brGDGT_3Me_SB,25,5
G_MeNG_G_P_brGDGT_3Me_SB,25,10
G_NG_G_P_brGDGT_3Me_SB,25,10
G-PS_brGDGT_3Me_SB,25,10
GA_brGDGT_3Me_SB,15,5
Hp_brGDGT_3Me_SB,10,1.5
Hp_G_brGDGT_3Me_SB,20,5
MeG_brGDGT_3Me_SB,10,1.5
MeG_2G_brGDGT_3Me_SB,25,10
MeG_G_brGDGT_3Me_SB,20,10
1G_brGDGT_3Me_SB,7,1.5
G_NG_brGDGT_3Me_SB,25,10
G_GA_brGDGT_3Me_SB,20,5
1G_P_brGDGT_3Me_SB,15,5
PG_G_brGDGT_3Me_SB,25,8
MeAPT_brGDGT_3Me_SB,20,10
2MeAPT_brGDGT_3Me_SB,20,10
4MeAPT_brGDGT_3Me_SB,20,10
3MeAPT_brGDGT_3Me_SB,20,10
Bale_S1_brGDGT_3Me_SB,25,10
Bale_S2_brGDGT_3Me_SB,25,10
PGNAc_brGDGT_3Me_SB,25,5
PC_brGDGT_3Me_SB,20,5
GPE_brGDGT_3Me_SB,25,5
PG_brGDGT_3Me_SB,15,5
PG_PG_brGDGT_3Me_SB,25,8
MePG_G_brGDGT_3Me_SB,25,9
MePGP_brGDGT_3Me_SB,25,9
PGS_brGDGT_3Me_SB,25,8
PA_brGDGT_3Me_SB,20,10
PDME_brGDGT_3Me_SB,20,5
PE_brGDGT_3Me_SB,20,5
PGP_brGDGT_3Me_SB,25,5
PI_brGDGT_3Me_SB,20,10
PME_brGDGT_3Me_SB,20,5
PS_brGDGT_3Me_SB,20,10
S_2G_brGDGT_3Me_SB,25,10
S_3G_brGDGT_3Me_SB,25,10
4G_brGDGT_3Me_SB,25,10
4G_P_brGDGT_3Me_SB,25,10
3G_brGDGT_3Me_SB,25,10
3G_P_brGDGT_3Me_SB,25,10
MeNG_G_P_brGDGT_7Me_OB,25,10
NG_GA_brGDGT_7Me_OB,25,10
NG_G_P_brGDGT_7Me_OB,25,10
NG_brGDGT_7Me_OB,20,10
GAc_brGDGT_7Me_OB,15,1.5
GAc_G_brGDGT_7Me_OB,25,5
APT_brGDGT_7Me_OB,20,10
d2G_brGDGT_7Me_OB,25,5
dG_brGDGT_7Me_OB,15,1.5
dG_G_brGDGT_7Me_OB,25,10
d3G_brGDGT_7Me_OB,25,5
2G_brGDGT_7Me_OB,15,5
2G_P_brGDGT_7Me_OB,25,10
gG_brGDGT_7Me_OB,15,1.5
gG_GAc_brGDGT_7Me_OB,25,5
gG_G_brGDGT_7Me_OB,25,5
G_MeNG_G_P_brGDGT_7Me_OB,25,10
G_NG_G_P_brGDGT_7Me_OB,25,10
G-PS_brGDGT_7Me_OB,25,10
GA_brGDGT_7Me_OB,15,5
Hp_brGDGT_7Me_OB,10,1.5
Hp_G_brGDGT_7Me_OB,20,5
MeG_brGDGT_7Me_OB,10,1.5
MeG_2G_brGDGT_7Me_OB,25,10
MeG_G_brGDGT_7Me_OB,20,10
1G_brGDGT_7Me_OB,7,1.5
G_NG_brGDGT_7Me_OB,25,10
G_GA_brGDGT_7Me_OB,20,5
1G_P_brGDGT_7Me_OB,15,5
PG_G_brGDGT_7Me_OB,25,8
MeAPT_brGDGT_7Me_OB,20,10
2MeAPT_brGDGT_7Me_OB,20,10
4MeAPT_brGDGT_7Me_OB,20,10
3MeAPT_brGDGT_7Me_OB,20,10
Bale_S1_brGDGT_7Me_OB,25,10
Bale_S2_brGDGT_7Me_OB,25,10
PGNAc_brGDGT_7Me_OB,25,5
PC_brGDGT_7Me_OB,20,5
GPE_brGDGT_7Me_OB,25,5
PG_brGDGT_7Me_OB,15,5
PG_PG_brGDGT_7Me_OB,25,8
MePG_G_brGDGT_7Me_OB,25,9
MePGP_brGDGT_7Me_OB,25,9
PGS_brGDGT_7Me_OB,25,8
PA_brGDGT_7Me_OB,20,10
PDME_brGDGT_7Me_OB,20,5
PE_brGDGT_7Me_OB,20,5
PGP_brGDGT_7Me_OB,25,5
PI_brGDGT_7Me_OB,20,10
PME_brGDGT_7Me_OB,20,5
PS_brGDGT_7Me_OB,20,10
S_2G_brGDGT_7Me_OB,25,10
S_3G_brGDGT_7Me_OB,25,10
4G_brGDGT_7Me_OB,25,10
4G_P_brGDGT_7Me_OB,25,10
3G_brGDGT_7Me_OB,25,10
3G_P_brGDGT_7Me_OB,25,10
MeNG_G_P_brGDGT_8Me_OB,25,10
NG_GA_brGDGT_8Me_OB,25,10
NG_G_P_brGDGT_8Me_OB,25,10
NG_brGDGT_8Me_OB,20,10
GAc_brGDGT_8Me_OB,15,1.5
GAc_G_brGDGT_8Me_OB,25,5
APT_brGDGT_8Me_OB,20,10
d2G_brGDGT_8Me_OB,25,5
dG_brGDGT_8Me_OB,15,1.5
dG_G_brGDGT_8Me_OB,25,10
d3G_brGDGT_8Me_OB,25,5
2G_brGDGT_8Me_OB,15,5
2G_P_brGDGT_8Me_OB,25,10
gG_brGDGT_8Me_OB,15,1.5
gG_GAc_brGDGT_8Me_OB,25,5
gG_G_brGDGT_8Me_OB,25,5
G_MeNG_G_P_brGDGT_8Me_OB,25,10
G_NG_G_P_brGDGT_8Me_OB,25,10
G-PS_brGDGT_8Me_OB,25,10
GA_brGDGT_8Me_OB,15,5
Hp_brGDGT_8Me_OB,10,1.5
Hp_G_brGDGT_8Me_OB,20,5
MeG_brGDGT_8Me_OB,10,1.5
MeG_2G_brGDGT_8Me_OB,25,10
MeG_G_brGDGT_8Me_OB,20,10
1G_brGDGT_8Me_OB,7,1.5
G_NG_brGDGT_8Me_OB,25,10
G_GA_brGDGT_8Me_OB,20,5
1G_P_brGDGT_8Me_OB,15,5
PG_G_brGDGT_8Me_OB,25,8
MeAPT_brGDGT_8Me_OB,20,10
2MeAPT_brGDGT_8Me_OB,20,10
4MeAPT_brGDGT_8Me_OB,20,10
3MeAPT_brGDGT_8Me_OB,20,10
Bale_S1_brGDGT_8Me_OB,25,10
Bale_S2_brGDGT_8Me_OB,25,10
PGNAc_brGDGT_8Me_OB,25,5
PC_brGDGT_8Me_OB,20,5
GPE_brGDGT_8Me_OB,25,5
PG_brGDGT_8Me_OB,15,5
PG_PG_brGDGT_8Me_OB,25,8
MePG_G_brGDGT_8Me_OB,25,9
MePGP_brGDGT_8Me_OB,25,9
PGS_brGDGT_8Me_OB,25,8
PA_brGDGT_8Me_OB,20,10
PDME_brGDGT_8Me_OB,20,5
PE_brGDGT_8Me_OB,20,5
PGP_brGDGT_8Me_OB,25,5
PI_brGDGT_8Me_OB,20,10
PME_brGDGT_8Me_OB,20,5
PS_brGDGT_8Me_OB,20,10
S_2G_brGDGT_8Me_OB,25,10
S_3G_brGDGT_8Me_OB,25,10
4G_brGDGT_8Me_OB,25,10
4G_P_brGDGT_8Me_OB,25,10
3G_brGDGT_8Me_OB,25,10
3G_P_brGDGT_8Me_OB,25,10
MeNG_G_P_brGDGT_9Me_OB-IB,25,10
NG_GA_brGDGT_9Me_OB-IB,25,10
NG_G_P_brGDGT_9Me_OB-IB,25,10
NG_brGDGT_9Me_OB-IB,20,10
GAc_brGDGT_9Me_OB-IB,15,1.5
GAc_G_brGDGT_9Me_OB-IB,25,5
APT_brGDGT_9Me_OB-IB,20,10
d2G_brGDGT_9Me_OB-IB,25,5
dG_brGDGT_9Me_OB-IB,15,1.5
dG_G_brGDGT_9Me_OB-IB,25,10
d3G_brGDGT_9Me_OB-IB,25,5
2G_brGDGT_9Me_OB-IB,15,5
2G_P_brGDGT_9Me_OB-IB,25,10
gG_brGDGT_9Me_OB-IB,15,1.5
gG_GAc_brGDGT_9Me_OB-IB,25,5
gG_G_brGDGT_9Me_OB-IB,25,5
G_MeNG_G_P_brGDGT_9Me_OB-IB,25,10
G_NG_G_P_brGDGT_9Me_OB-IB,25,10
G-PS_brGDGT_9Me_OB-IB,25,10
GA_brGDGT_9Me_OB-IB,15,5
Hp_brGDGT_9Me_OB-IB,10,1.5
Hp_G_brGDGT_9Me_OB-IB,20,5
MeG_brGDGT_9Me_OB-IB,10,1.5
MeG_2G_brGDGT_9Me_OB-IB,25,10
MeG_G_brGDGT_9Me_OB-IB,20,10
1G_brGDGT_9Me_OB-IB,7,1.5
G_NG_brGDGT_9Me_OB-IB,25,10
G_GA_brGDGT_9Me_OB-IB,20,5
1G_P_brGDGT_9Me_OB-IB,15,5
PG_G_brGDGT_9Me_OB-IB,25,8
MeAPT_brGDGT_9Me_OB-IB,20,10
2MeAPT_brGDGT_9Me_OB-IB,20,10
4MeAPT_brGDGT_9Me_OB-IB,20,10
3MeAPT_brGDGT_9Me_OB-IB,20,10
Bale_S1_brGDGT_9Me_OB-IB,25,10
Bale_S2_brGDGT_9Me_OB-IB,25,10
PGNAc_brGDGT_9Me_OB-IB,25,5
PC_brGDGT_9Me_OB-IB,20,5
GPE_brGDGT_9Me_OB-IB,25,5
PG_brGDGT_9Me_OB-IB,15,5
PG_PG_brGDGT_9Me_OB-IB,25,8
MePG_G_brGDGT_9Me_OB-IB,25,9
MePGP_brGDGT_9Me_OB-IB,25,9
PGS_brGDGT_9Me_OB-IB,25,8
PA_brGDGT_9Me_OB-IB,20,10
PDME_brGDGT_9Me_OB-IB,20,5
PE_brGDGT_9Me_OB-IB,20,5
PGP_brGDGT_9Me_OB-IB,25,5
PI_brGDGT_9Me_OB-IB,20,10
PME_brGDGT_9Me_OB-IB,20,5
PS_brGDGT_9Me_OB-IB,20,10
S_2G_brGDGT_9Me_OB-IB,25,10
S_3G_brGDGT_9Me_OB-IB,25,10
4G_brGDGT_9Me_OB-IB,25,10
4G_P_brGDGT_9Me_OB-IB,25,10
3G_brGDGT_9Me_OB-IB,25,10
3G_P_brGDGT_9Me_OB-IB,25,10
MeNG_G_P_brGDGT_Ia,25,10
NG_GA_brGDGT_Ia,25,10
NG_G_P_brGDGT_Ia,25,10
NG_brGDGT_Ia,20,10
GAc_brGDGT_Ia,15,1.5
GAc_G_brGDGT_Ia,25,5
APT_brGDGT_Ia,20,10
d2G_brGDGT_Ia,25,5
dG_brGDGT_Ia,15,1.5
dG_G_brGDGT_Ia,25,10
d3G_brGDGT_Ia,25,5
2G_brGDGT_Ia,15,5
2G_P_brGDGT_Ia,25,10
gG_brGDGT_Ia,15,1.5
gG_GAc_brGDGT_Ia,25,5
gG_G_brGDGT_Ia,25,5
G_MeNG_G_P_brGDGT_Ia,25,10
G_NG_G_P_brGDGT_Ia,25,10
G-PS_brGDGT_Ia,25,10
GA_brGDGT_Ia,15,5
Hp_brGDGT_Ia,10,1.5
Hp_G_brGDGT_Ia,20,5
MeG_brGDGT_Ia,10,1.5
MeG_2G_brGDGT_Ia,25,10
MeG_G_brGDGT_Ia,20,10
1G_brGDGT_Ia,7,1.5
G_NG_brGDGT_Ia,25,10
G_GA_brGDGT_Ia,20,5
1G_P_brGDGT_Ia,15,5
PG_G_brGDGT_Ia,25,8
MeAPT_brGDGT_Ia,20,10
2MeAPT_brGDGT_Ia,20,10
4MeAPT_brGDGT_Ia,20,10
3MeAPT_brGDGT_Ia,20,10
Bale_S1_brGDGT_Ia,25,10
Bale_S2_brGDGT_Ia,25,10
PGNAc_brGDGT_Ia,25,5
PC_brGDGT_Ia,20,5
GPE_brGDGT_Ia,25,5
PG_brGDGT_Ia,15,5
PG_PG_brGDGT_Ia,25,8
MePG_G_brGDGT_Ia,25,9
MePGP_brGDGT_Ia,25,9
PGS_brGDGT_Ia,25,8
PA_brGDGT_Ia,20,10
PDME_brGDGT_Ia,20,5
PE_brGDGT_Ia,20,5
PGP_brGDGT_Ia,25,5
PI_brGDGT_Ia,20,10
PME_brGDGT_Ia,20,5
PS_brGDGT_Ia,20,10
S_2G_brGDGT_Ia,25,10
S_3G_brGDGT_Ia,25,10
4G_brGDGT_Ia,25,10
4G_P_brGDGT_Ia,25,10
3G_brGDGT_Ia,25,10
3G_P_brGDGT_Ia,25,10
MeNG_G_P_brGDGT_Ib,25,10
NG_GA_brGDGT_Ib,25,10
NG_G_P_brGDGT_Ib,25,10
NG_brGDGT_Ib,20,10
GAc_brGDGT_Ib,15,1.5
GAc_G_brGDGT_Ib,25,5
APT_brGDGT_Ib,20,10
d2G_brGDGT_Ib,25,5
dG_brGDGT_Ib,15,1.5
dG_G_brGDGT_Ib,25,10
d3G_brGDGT_Ib,25,5
2G_brGDGT_Ib,15,5
2G_P_brGDGT_Ib,25,10
gG_brGDGT_Ib,15,1.5
gG_GAc_brGDGT_Ib,25,5
gG_G_brGDGT_Ib,25,5
G_MeNG_G_P_brGDGT_Ib,25,10
G_NG_G_P_brGDGT_Ib,25,10
G-PS_brGDGT_Ib,25,10
GA_brGDGT_Ib,15,5
Hp_brGDGT_Ib,10,1.5
Hp_G_brGDGT_Ib,20,5
MeG_brGDGT_Ib,10,1.5
MeG_2G_brGDGT_Ib,25,10
MeG_G_brGDGT_Ib,20,10
1G_brGDGT_Ib,7,1.5
G_NG_brGDGT_Ib,25,10
G_GA_brGDGT_Ib,20,5
1G_P_brGDGT_Ib,15,5
PG_G_brGDGT_Ib,25,8
MeAPT_brGDGT_Ib,20,10
2MeAPT_brGDGT_Ib,20,10
4MeAPT_brGDGT_Ib,20,10
3MeAPT_brGDGT_Ib,20,10
Bale_S1_brGDGT_Ib,25,10
Bale_S2_brGDGT_Ib,25,10
PGNAc_brGDGT_Ib,25,5
PC_brGDGT_Ib,20,5
GPE_brGDGT_Ib,25,5
PG_brGDGT_Ib,15,5
PG_PG_brGDGT_Ib,25,8
MePG_G_brGDGT_Ib,25,9
MePGP_brGDGT_Ib,25,9
PGS_brGDGT_Ib,25,8
PA_brGDGT_Ib,20,10
PDME_brGDGT_Ib,20,5
PE_brGDGT_Ib,20,5
PGP_brGDGT_Ib,25,5
PI_brGDGT_Ib,20,10
PME_brGDGT_Ib,20,5
PS_brGDGT_Ib,20,10
S_2G_brGDGT_Ib,25,10
S_3G_brGDGT_Ib,25,10
4G_brGDGT_Ib,25,10
4G_P_brGDGT_Ib,25,10
3G_brGDGT_Ib,25,10
3G_P_brGDGT_Ib,25,10
MeNG_G_P_brGDGT_Ic,25,10
NG_GA_brGDGT_Ic,25,10
NG_G_P_brGDGT_Ic,25,10
NG_brGDGT_Ic,20,10
GAc_brGDGT_Ic,15,1.5
GAc_G_brGDGT_Ic,25,5
APT_brGDGT_Ic,20,10
d2G_brGDGT_Ic,25,5
dG_brGDGT_Ic,15,1.5
dG_G_brGDGT_Ic,25,10
d3G_brGDGT_Ic,25,5
2G_brGDGT_Ic,15,5
2G_P_brGDGT_Ic,25,10
gG_brGDGT_Ic,15,1.5
gG_GAc_brGDGT_Ic,25,5
gG_G_brGDGT_Ic,25,5
G_MeNG_G_P_brGDGT_Ic,25,10
G_NG_G_P_brGDGT_Ic,25,10
G-PS_brGDGT_Ic,25,10
GA_brGDGT_Ic,15,5
Hp_brGDGT_Ic,10,1.5
Hp_G_brGDGT_Ic,20,5
MeG_brGDGT_Ic,10,1.5
MeG_2G_brGDGT_Ic,25,10
MeG_G_brGDGT_Ic,20,10
1G_brGDGT_Ic,7,1.5
G_NG_brGDGT_Ic,25,10
G_GA_brGDGT_Ic,20,5
1G_P_brGDGT_Ic,15,5
PG_G_brGDGT_Ic,25,8
MeAPT_brGDGT_Ic,20,10
2MeAPT_brGDGT_Ic,20,10
4MeAPT_brGDGT_Ic,20,10
3MeAPT_brGDGT_Ic,20,10
Bale_S1_brGDGT_Ic,25,10
Bale_S2_brGDGT_Ic,25,10
PGNAc_brGDGT_Ic,25,5
PC_brGDGT_Ic,20,5
GPE_brGDGT_Ic,25,5
PG_brGDGT_Ic,15,5
PG_PG_brGDGT_Ic,25,8
MePG_G_brGDGT_Ic,25,9
MePGP_brGDGT_Ic,25,9
PGS_brGDGT_Ic,25,8
PA_brGDGT_Ic,20,10
PDME_brGDGT_Ic,20,5
PE_brGDGT_Ic,20,5
PGP_brGDGT_Ic,25,5
PI_brGDGT_Ic,20,10
PME_brGDGT_Ic,20,5
PS_brGDGT_Ic,20,10
S_2G_brGDGT_Ic,25,10
S_3G_brGDGT_Ic,25,10
4G_brGDGT_Ic,25,10
4G_P_brGDGT_Ic,25,10
3G_brGDGT_Ic,25,10
3G_P_brGDGT_Ic,25,10
MeNG_G_P_brGDGT_IIa,25,10
NG_GA_brGDGT_IIa,25,10
NG_G_P_brGDGT_IIa,25,10
NG_brGDGT_IIa,20,10
GAc_brGDGT_IIa,15,1.5
GAc_G_brGDGT_IIa,25,5
APT_brGDGT_IIa,20,10
d2G_brGDGT_IIa,25,5
dG_brGDGT_IIa,15,1.5
dG_G_brGDGT_IIa,25,10
d3G_brGDGT_IIa,25,5
2G_brGDGT_IIa,15,5
2G_P_brGDGT_IIa,25,10
gG_brGDGT_IIa,15,1.5
gG_GAc_brGDGT_IIa,25,5
gG_G_brGDGT_IIa,25,5
G_MeNG_G_P_brGDGT_IIa,25,10
G_NG_G_P_brGDGT_IIa,25,10
G-PS_brGDGT_IIa,25,10
GA_brGDGT_IIa,15,5
Hp_brGDGT_IIa,10,1.5
Hp_G_brGDGT_IIa,20,5
MeG_brGDGT_IIa,10,1.5
MeG_2G_brGDGT_IIa,25,10
MeG_G_brGDGT_IIa,20,10
1G_brGDGT_IIa,7,1.5
G_NG_brGDGT_IIa,25,10
G_GA_brGDGT_IIa,20,5
1G_P_brGDGT_IIa,15,5
PG_G_brGDGT_IIa,25,8
MeAPT_brGDGT_IIa,20,10
2MeAPT_brGDGT_IIa,20,10
4MeAPT_brGDGT_IIa,20,10
3MeAPT_brGDGT_IIa,20,10
Bale_S1_brGDGT_IIa,25,10
Bale_S2_brGDGT_IIa,25,10
PGNAc_brGDGT_IIa,25,5
PC_brGDGT_IIa,20,5
GPE_brGDGT_IIa,25,5
PG_brGDGT_IIa,15,5
PG_PG_brGDGT_IIa,25,8
MePG_G_brGDGT_IIa,25,9
MePGP_brGDGT_IIa,25,9
PGS_brGDGT_IIa,25,8
PA_brGDGT_IIa,20,10
PDME_brGDGT_IIa,20,5
PE_brGDGT_IIa,20,5
PGP_brGDGT_IIa,25,5
PI_brGDGT_IIa,20,10
PME_brGDGT_IIa,20,5
PS_brGDGT_IIa,20,10
S_2G_brGDGT_IIa,25,10
S_3G_brGDGT_IIa,25,10
4G_brGDGT_IIa,25,10
4G_P_brGDGT_IIa,25,10
3G_brGDGT_IIa,25,10
3G_P_brGDGT_IIa,25,10
MeNG_G_P_brGDGT_IIb,25,10
NG_GA_brGDGT_IIb,25,10
NG_G_P_brGDGT_IIb,25,10
NG_brGDGT_IIb,20,10
GAc_brGDGT_IIb,15,1.5
GAc_G_brGDGT_IIb,25,5
APT_brGDGT_IIb,20,10
d2G_brGDGT_IIb,25,5
dG_brGDGT_IIb,15,1.5
dG_G_brGDGT_IIb,25,10
d3G_brGDGT_IIb,25,5
2G_brGDGT_IIb,15,5
2G_P_brGDGT_IIb,25,10
gG_brGDGT_IIb,15,1.5
gG_GAc_brGDGT_IIb,25,5
gG_G_brGDGT_IIb,25,5
G_MeNG_G_P_brGDGT_IIb,25,10
G_NG_G_P_brGDGT_IIb,25,10
G-PS_brGDGT_IIb,25,10
GA_brGDGT_IIb,15,5
Hp_brGDGT_IIb,10,1.5
Hp_G_brGDGT_IIb,20,5
MeG_brGDGT_IIb,10,1.5
MeG_2G_brGDGT_IIb,25,10
MeG_G_brGDGT_IIb,20,10
1G_brGDGT_IIb,7,1.5
G_NG_brGDGT_IIb,25,10
G_GA_brGDGT_IIb,20,5
1G_P_brGDGT_IIb,15,5
PG_G_brGDGT_IIb,25,8
MeAPT_brGDGT_IIb,20,10
2MeAPT_brGDGT_IIb,20,10
4MeAPT_brGDGT_IIb,20,10
3MeAPT_brGDGT_IIb,20,10
Bale_S1_brGDGT_IIb,25,10
Bale_S2_brGDGT_IIb,25,10
PGNAc_brGDGT_IIb,25,5
PC_brGDGT_IIb,20,5
GPE_brGDGT_IIb,25,5
PG_brGDGT_IIb,15,5
PG_PG_brGDGT_IIb,25,8
MePG_G_brGDGT_IIb,25,9
MePGP_brGDGT_IIb,25,9
PGS_brGDGT_IIb,25,8
PA_brGDGT_IIb,20,10
PDME_brGDGT_IIb,20,5
PE_brGDGT_IIb,20,5
PGP_brGDGT_IIb,25,5
PI_brGDGT_IIb,20,10
PME_brGDGT_IIb,20,5
PS_brGDGT_IIb,20,10
S_2G_brGDGT_IIb,25,10
S_3G_brGDGT_IIb,25,10
4G_brGDGT_IIb,25,10
4G_P_brGDGT_IIb,25,10
3G_brGDGT_IIb,25,10
3G_P_brGDGT_IIb,25,10
MeNG_G_P_brGDGT_IIc,25,10
NG_GA_brGDGT_IIc,25,10
NG_G_P_brGDGT_IIc,25,10
NG_brGDGT_IIc,20,10
GAc_brGDGT_IIc,15,1.5
GAc_G_brGDGT_IIc,25,5
APT_brGDGT_IIc,20,10
d2G_brGDGT_IIc,25,5
dG_brGDGT_IIc,15,1.5
dG_G_brGDGT_IIc,25,10
d3G_brGDGT_IIc,25,5
2G_brGDGT_IIc,15,5
2G_P_brGDGT_IIc,25,10
gG_brGDGT_IIc,15,1.5
gG_GAc_brGDGT_IIc,25,5
gG_G_brGDGT_IIc,25,5
G_MeNG_G_P_brGDGT_IIc,25,10
G_NG_G_P_brGDGT_IIc,25,10
G-PS_brGDGT_IIc,25,10
GA_brGDGT_IIc,15,5
Hp_brGDGT_IIc,10,1.5
Hp_G_brGDGT_IIc,20,5
MeG_brGDGT_IIc,10,1.5
MeG_2G_brGDGT_IIc,25,10
MeG_G_brGDGT_IIc,20,10
1G_brGDGT_IIc,7,1.5
G_NG_brGDGT_IIc,25,10
G_GA_brGDGT_IIc,20,5
1G_P_brGDGT_IIc,15,5
PG_G_brGDGT_IIc,25,8
MeAPT_brGDGT_IIc,20,10
2MeAPT_brGDGT_IIc,20,10
4MeAPT_brGDGT_IIc,20,10
3MeAPT_brGDGT_IIc,20,10
Bale_S1_brGDGT_IIc,25,10
Bale_S2_brGDGT_IIc,25,10
PGNAc_brGDGT_IIc,25,5
PC_brGDGT_IIc,20,5
GPE_brGDGT_IIc,25,5
PG_brGDGT_IIc,15,5
PG_PG_brGDGT_IIc,25,8
MePG_G_brGDGT_IIc,25,9
MePGP_brGDGT_IIc,25,9
PGS_brGDGT_IIc,25,8
PA_brGDGT_IIc,20,10
PDME_brGDGT_IIc,20,5
PE_brGDGT_IIc,20,5
PGP_brGDGT_IIc,25,5
PI_brGDGT_IIc,20,10
PME_brGDGT_IIc,20,5
PS_brGDGT_IIc,20,10
S_2G_brGDGT_IIc,25,10
S_3G_brGDGT_IIc,25,10
4G_brGDGT_IIc,25,10
4G_P_brGDGT_IIc,25,10
3G_brGDGT_IIc,25,10
3G_P_brGDGT_IIc,25,10
MeNG_G_P_brGDGT_IIIa,25,10
NG_GA_brGDGT_IIIa,25,10
NG_G_P_brGDGT_IIIa,25,10
NG_brGDGT_IIIa,20,10
GAc_brGDGT_IIIa,15,1.5
GAc_G_brGDGT_IIIa,25,5
APT_brGDGT_IIIa,20,10
d2G_brGDGT_IIIa,25,5
dG_brGDGT_IIIa,15,1.5
dG_G_brGDGT_IIIa,25,10
d3G_brGDGT_IIIa,25,5
2G_brGDGT_IIIa,15,5
2G_P_brGDGT_IIIa,25,10
gG_brGDGT_IIIa,15,1.5
gG_GAc_brGDGT_IIIa,25,5
gG_G_brGDGT_IIIa,25,5
G_MeNG_G_P_brGDGT_IIIa,25,10
G_NG_G_P_brGDGT_IIIa,25,10
G-PS_brGDGT_IIIa,25,10
GA_brGDGT_IIIa,15,5
Hp_brGDGT_IIIa,10,1.5
Hp_G_brGDGT_IIIa,20,5
MeG_brGDGT_IIIa,10,1.5
MeG_2G_brGDGT_IIIa,25,10
MeG_G_brGDGT_IIIa,20,10
1G_brGDGT_IIIa,7,1.5
G_NG_brGDGT_IIIa,25,10
G_GA_brGDGT_IIIa,20,5
1G_P_brGDGT_IIIa,15,5
PG_G_brGDGT_IIIa,25,8
MeAPT_brGDGT_IIIa,20,10
2MeAPT_brGDGT_IIIa,20,10
4MeAPT_brGDGT_IIIa,20,10
3MeAPT_brGDGT_IIIa,20,10
Bale_S1_brGDGT_IIIa,25,10
Bale_S2_brGDGT_IIIa,25,10
PGNAc_brGDGT_IIIa,25,5
PC_brGDGT_IIIa,20,5
GPE_brGDGT_IIIa,25,5
PG_brGDGT_IIIa,15,5
PG_PG_brGDGT_IIIa,25,8
MePG_G_brGDGT_IIIa,25,9
MePGP_brGDGT_IIIa,25,9
PGS_brGDGT_IIIa,25,8
PA_brGDGT_IIIa,20,10
PDME_brGDGT_IIIa,20,5
PE_brGDGT_IIIa,20,5
PGP_brGDGT_IIIa,25,5
PI_brGDGT_IIIa,20,10
PME_brGDGT_IIIa,20,5
PS_brGDGT_IIIa,20,10
S_2G_brGDGT_IIIa,25,10
S_3G_brGDGT_IIIa,25,10
4G_brGDGT_IIIa,25,10
4G_P_brGDGT_IIIa,25,10
3G_brGDGT_IIIa,25,10
3G_P_brGDGT_IIIa,25,10
MeNG_G_P_brGDGT_IIIb,25,10
NG_GA_brGDGT_IIIb,25,10
NG_G_P_brGDGT_IIIb,25,10
NG_brGDGT_IIIb,20,10
GAc_brGDGT_IIIb,15,1.5
GAc_G_brGDGT_IIIb,25,5
APT_brGDGT_IIIb,20,10
d2G_brGDGT_IIIb,25,5
dG_brGDGT_IIIb,15,1.5
dG_G_brGDGT_IIIb,25,10
d3G_brGDGT_IIIb,25,5
2G_brGDGT_IIIb,15,5
2G_P_brGDGT_IIIb,25,10
gG_brGDGT_IIIb,15,1.5
gG_GAc_brGDGT_IIIb,25,5
gG_G_brGDGT_IIIb,25,5
G_MeNG_G_P_brGDGT_IIIb,25,10
G_NG_G_P_brGDGT_IIIb,25,10
G-PS_brGDGT_IIIb,25,10
GA_brGDGT_IIIb,15,5
Hp_brGDGT_IIIb,10,1.5
Hp_G_brGDGT_IIIb,20,5
MeG_brGDGT_IIIb,10,1.5
MeG_2G_brGDGT_IIIb,25,10
MeG_G_brGDGT_IIIb,20,10
1G_brGDGT_IIIb,7,1.5
G_NG_brGDGT_IIIb,25,10
G_GA_brGDGT_IIIb,20,5
1G_P_brGDGT_IIIb,15,5
PG_G_brGDGT_IIIb,25,8
MeAPT_brGDGT_IIIb,20,10
2MeAPT_brGDGT_IIIb,20,10
4MeAPT_brGDGT_IIIb,20,10
3MeAPT_brGDGT_IIIb,20,10
Bale_S1_brGDGT_IIIb,25,10
Bale_S2_brGDGT_IIIb,25,10
PGNAc_brGDGT_IIIb,25,5
PC_brGDGT_IIIb,20,5
GPE_brGDGT_IIIb,25,5
PG_brGDGT_IIIb,15,5
PG_PG_brGDGT_IIIb,25,8
MePG_G_brGDGT_IIIb,25,9
MePGP_brGDGT_IIIb,25,9
PGS_brGDGT_IIIb,25,8
PA_brGDGT_IIIb,20,10
PDME_brGDGT_IIIb,20,5
PE_brGDGT_IIIb,20,5
PGP_brGDGT_IIIb,25,5
PI_brGDGT_IIIb,20,10
PME_brGDGT_IIIb,20,5
PS_brGDGT_IIIb,20,10
S_2G_brGDGT_IIIb,25,10
S_3G_brGDGT_IIIb,25,10
