mtc,id,diagnostic,type2,type1
387.3257574,FA 26:4,FA 26:4,fatty_acid,frag
403.320672,FA 26:4 +1O,FA 26:4 +1O,fatty_acid,frag
419.3155866,FA 26:4 +2O,FA 26:4 +2O,fatty_acid,frag
435.3105012,FA 26:4 +3O,FA 26:4 +3O,fatty_acid,frag
385.3101073,FA 26:5,FA 26:5,fatty_acid,frag
401.3050219,FA 26:5 +1O,FA 26:5 +1O,fatty_acid,frag
417.2999365,FA 26:5 +2O,FA 26:5 +2O,fatty_acid,frag
433.2948512,FA 26:5 +3O,FA 26:5 +3O,fatty_acid,frag
409.4040078,FA 27:0,FA 27:0,fatty_acid,frag
425.3989224,FA 27:0 +1O,FA 27:0 +1O,fatty_acid,frag
441.393837,FA 27:0 +2O,FA 27:0 +2O,fatty_acid,frag
457.3887516,FA 27:0 +3O,FA 27:0 +3O,fatty_acid,frag
407.3883577,FA 27:1,FA 27:1,fatty_acid,frag
423.3832723,FA 27:1 +1O,FA 27:1 +1O,fatty_acid,frag
439.3781869,FA 27:1 +2O,FA 27:1 +2O,fatty_acid,frag
455.3731016,FA 27:1 +3O,FA 27:1 +3O,fatty_acid,frag
405.3727076,FA 27:2,FA 27:2,fatty_acid,frag
421.3676222,FA 27:2 +1O,FA 27:2 +1O,fatty_acid,frag
437.3625369,FA 27:2 +2O,FA 27:2 +2O,fatty_acid,frag
453.3574515,FA 27:2 +3O,FA 27:2 +3O,fatty_acid,frag
403.3570575,FA 27:3,FA 27:3,fatty_acid,frag
419.3519722,FA 27:3 +1O,FA 27:3 +1O,fatty_acid,frag
435.3468868,FA 27:3 +2O,FA 27:3 +2O,fatty_acid,frag
451.3418014,FA 27:3 +3O,FA 27:3 +3O,fatty_acid,frag
401.3414075,FA 27:4,FA 27:4,fatty_acid,frag
417.3363221,FA 27:4 +1O,FA 27:4 +1O,fatty_acid,frag
433.3312367,FA 27:4 +2O,FA 27:4 +2O,fatty_acid,frag
449.3261513,FA 27:4 +3O,FA 27:4 +3O,fatty_acid,frag
399.3257574,FA 27:5,FA 27:5,fatty_acid,frag
415.320672,FA 27:5 +1O,FA 27:5 +1O,fatty_acid,frag
431.3155866,FA 27:5 +2O,FA 27:5 +2O,fatty_acid,frag
447.3105012,FA 27:5 +3O,FA 27:5 +3O,fatty_acid,frag
397.3101073,FA 27:6,FA 27:6,fatty_acid,frag
413.3050219,FA 27:6 +1O,FA 27:6 +1O,fatty_acid,frag
429.2999365,FA 27:6 +2O,FA 27:6 +2O,fatty_acid,frag
445.2948512,FA 27:6 +3O,FA 27:6 +3O,fatty_acid,frag
423.4196579,FA 28:0,FA 28:0,fatty_acid,frag
439.4145725,FA 28:0 +1O,FA 28:0 +1O,fatty_acid,frag
455.4094871,FA 28:0 +2O,FA 28:0 +2O,fatty_acid,frag
471.4044017,FA 28:0 +3O,FA 28:0 +3O,fatty_acid,frag
421.4040078,FA 28:1,FA 28:1,fatty_acid,frag
437.3989224,FA 28:1 +1O,FA 28:1 +1O,fatty_acid,frag
453.393837,FA 28:1 +2O,FA 28:1 +2O,fatty_acid,frag
469.3887516,FA 28:1 +3O,FA 28:1 +3O,fatty_acid,frag
419.3883577,FA 28:2,FA 28:2,fatty_acid,frag
435.3832723,FA 28:2 +1O,FA 28:2 +1O,fatty_acid,frag
451.3781869,FA 28:2 +2O,FA 28:2 +2O,fatty_acid,frag
467.3731016,FA 28:2 +3O,FA 28:2 +3O,fatty_acid,frag
417.3727076,FA 28:3,FA 28:3,fatty_acid,frag
433.3676222,FA 28:3 +1O,FA 28:3 +1O,fatty_acid,frag
449.3625369,FA 28:3 +2O,FA 28:3 +2O,fatty_acid,frag
465.3574515,FA 28:3 +3O,FA 28:3 +3O,fatty_acid,frag
415.3570575,FA 28:4,FA 28:4,fatty_acid,frag
431.3519722,FA 28:4 +1O,FA 28:4 +1O,fatty_acid,frag
447.3468868,FA 28:4 +2O,FA 28:4 +2O,fatty_acid,frag
463.3418014,FA 28:4 +3O,FA 28:4 +3O,fatty_acid,frag
413.3414075,FA 28:5,FA 28:5,fatty_acid,frag
429.3363221,FA 28:5 +1O,FA 28:5 +1O,fatty_acid,frag
445.3312367,FA 28:5 +2O,FA 28:5 +2O,fatty_acid,frag
461.3261513,FA 28:5 +3O,FA 28:5 +3O,fatty_acid,frag
411.3257574,FA 28:6,FA 28:6,fatty_acid,frag
427.320672,FA 28:6 +1O,FA 28:6 +1O,fatty_acid,frag
443.3155866,FA 28:6 +2O,FA 28:6 +2O,fatty_acid,frag
459.3105012,FA 28:6 +3O,FA 28:6 +3O,fatty_acid,frag
437.4353079,FA 29:0,FA 29:0,fatty_acid,frag
453.4302226,FA 29:0 +1O,FA 29:0 +1O,fatty_acid,frag
469.4251372,FA 29:0 +2O,FA 29:0 +2O,fatty_acid,frag
485.4200518,FA 29:0 +3O,FA 29:0 +3O,fatty_acid,frag
435.4196579,FA 29:1,FA 29:1,fatty_acid,frag
451.4145725,FA 29:1 +1O,FA 29:1 +1O,fatty_acid,frag
467.4094871,FA 29:1 +2O,FA 29:1 +2O,fatty_acid,frag
483.4044017,FA 29:1 +3O,FA 29:1 +3O,fatty_acid,frag
433.4040078,FA 29:2,FA 29:2,fatty_acid,frag
449.3989224,FA 29:2 +1O,FA 29:2 +1O,fatty_acid,frag
465.393837,FA 29:2 +2O,FA 29:2 +2O,fatty_acid,frag
481.3887516,FA 29:2 +3O,FA 29:2 +3O,fatty_acid,frag
431.3883577,FA 29:3,FA 29:3,fatty_acid,frag
447.3832723,FA 29:3 +1O,FA 29:3 +1O,fatty_acid,frag
463.3781869,FA 29:3 +2O,FA 29:3 +2O,fatty_acid,frag
479.3731016,FA 29:3 +3O,FA 29:3 +3O,fatty_acid,frag
429.3727076,FA 29:4,FA 29:4,fatty_acid,frag
445.3676222,FA 29:4 +1O,FA 29:4 +1O,fatty_acid,frag
461.3625369,FA 29:4 +2O,FA 29:4 +2O,fatty_acid,frag
477.3574515,FA 29:4 +3O,FA 29:4 +3O,fatty_acid,frag
427.3570575,FA 29:5,FA 29:5,fatty_acid,frag
443.3519722,FA 29:5 +1O,FA 29:5 +1O,fatty_acid,frag
459.3468868,FA 29:5 +2O,FA 29:5 +2O,fatty_acid,frag
475.3418014,FA 29:5 +3O,FA 29:5 +3O,fatty_acid,frag
425.3414075,FA 29:6,FA 29:6,fatty_acid,frag
441.3363221,FA 29:6 +1O,FA 29:6 +1O,fatty_acid,frag
457.3312367,FA 29:6 +2O,FA 29:6 +2O,fatty_acid,frag
473.3261513,FA 29:6 +3O,FA 29:6 +3O,fatty_acid,frag
451.450958,FA 30:0,FA 30:0,fatty_acid,frag
467.4458726,FA 30:0 +1O,FA 30:0 +1O,fatty_acid,frag
483.4407873,FA 30:0 +2O,FA 30:0 +2O,fatty_acid,frag
499.4357019,FA 30:0 +3O,FA 30:0 +3O,fatty_acid,frag
449.4353079,FA 30:1,FA 30:1,fatty_acid,frag
465.4302226,FA 30:1 +1O,FA 30:1 +1O,fatty_acid,frag
481.4251372,FA 30:1 +2O,FA 30:1 +2O,fatty_acid,frag
497.4200518,FA 30:1 +3O,FA 30:1 +3O,fatty_acid,frag
447.4196579,FA 30:2,FA 30:2,fatty_acid,frag
463.4145725,FA 30:2 +1O,FA 30:2 +1O,fatty_acid,frag
479.4094871,FA 30:2 +2O,FA 30:2 +2O,fatty_acid,frag
495.4044017,FA 30:2 +3O,FA 30:2 +3O,fatty_acid,frag
445.4040078,FA 30:3,FA 30:3,fatty_acid,frag
461.3989224,FA 30:3 +1O,FA 30:3 +1O,fatty_acid,frag
477.393837,FA 30:3 +2O,FA 30:3 +2O,fatty_acid,frag
493.3887516,FA 30:3 +3O,FA 30:3 +3O,fatty_acid,frag
443.3883577,FA 30:4,FA 30:4,fatty_acid,frag
459.3832723,FA 30:4 +1O,FA 30:4 +1O,fatty_acid,frag
475.3781869,FA 30:4 +2O,FA 30:4 +2O,fatty_acid,frag
491.3731016,FA 30:4 +3O,FA 30:4 +3O,fatty_acid,frag
441.3727076,FA 30:5,FA 30:5,fatty_acid,frag
457.3676222,FA 30:5 +1O,FA 30:5 +1O,fatty_acid,frag
473.3625369,FA 30:5 +2O,FA 30:5 +2O,fatty_acid,frag
489.3574515,FA 30:5 +3O,FA 30:5 +3O,fatty_acid,frag
439.3570575,FA 30:6,FA 30:6,fatty_acid,frag
455.3519722,FA 30:6 +1O,FA 30:6 +1O,fatty_acid,frag
471.3468868,FA 30:6 +2O,FA 30:6 +2O,fatty_acid,frag
487.3418014,FA 30:6 +3O,FA 30:6 +3O,fatty_acid,frag
