mass,id,diagnostic,type2,type1
436.3183312,FA 26:4 +3O,FA 26:4 +3O,fatty_acid,nl
386.3179373,FA 26:5,FA 26:5,fatty_acid,nl
402.3128519,FA 26:5 +1O,FA 26:5 +1O,fatty_acid,nl
418.3077665,FA 26:5 +2O,FA 26:5 +2O,fatty_acid,nl
434.3026812,FA 26:5 +3O,FA 26:5 +3O,fatty_acid,nl
410.4118378,FA 27:0,FA 27:0,fatty_acid,nl
426.4067524,FA 27:0 +1O,FA 27:0 +1O,fatty_acid,nl
442.401667,FA 27:0 +2O,FA 27:0 +2O,fatty_acid,nl
458.3965816,FA 27:0 +3O,FA 27:0 +3O,fatty_acid,nl
408.3961877,FA 27:1,FA 27:1,fatty_acid,nl
424.3911023,FA 27:1 +1O,FA 27:1 +1O,fatty_acid,nl
440.3860169,FA 27:1 +2O,FA 27:1 +2O,fatty_acid,nl
456.3809316,FA 27:1 +3O,FA 27:1 +3O,fatty_acid,nl
406.3805376,FA 27:2,FA 27:2,fatty_acid,nl
422.3754522,FA 27:2 +1O,FA 27:2 +1O,fatty_acid,nl
438.3703669,FA 27:2 +2O,FA 27:2 +2O,fatty_acid,nl
454.3652815,FA 27:2 +3O,FA 27:2 +3O,fatty_acid,nl
404.3648875,FA 27:3,FA 27:3,fatty_acid,nl
420.3598022,FA 27:3 +1O,FA 27:3 +1O,fatty_acid,nl
436.3547168,FA 27:3 +2O,FA 27:3 +2O,fatty_acid,nl
452.3496314,FA 27:3 +3O,FA 27:3 +3O,fatty_acid,nl
402.3492375,FA 27:4,FA 27:4,fatty_acid,nl
418.3441521,FA 27:4 +1O,FA 27:4 +1O,fatty_acid,nl
434.3390667,FA 27:4 +2O,FA 27:4 +2O,fatty_acid,nl
450.3339813,FA 27:4 +3O,FA 27:4 +3O,fatty_acid,nl
400.3335874,FA 27:5,FA 27:5,fatty_acid,nl
416.328502,FA 27:5 +1O,FA 27:5 +1O,fatty_acid,nl
432.3234166,FA 27:5 +2O,FA 27:5 +2O,fatty_acid,nl
448.3183312,FA 27:5 +3O,FA 27:5 +3O,fatty_acid,nl
398.3179373,FA 27:6,FA 27:6,fatty_acid,nl
414.3128519,FA 27:6 +1O,FA 27:6 +1O,fatty_acid,nl
430.3077665,FA 27:6 +2O,FA 27:6 +2O,fatty_acid,nl
446.3026812,FA 27:6 +3O,FA 27:6 +3O,fatty_acid,nl
424.4274879,FA 28:0,FA 28:0,fatty_acid,nl
440.4224025,FA 28:0 +1O,FA 28:0 +1O,fatty_acid,nl
456.4173171,FA 28:0 +2O,FA 28:0 +2O,fatty_acid,nl
472.4122317,FA 28:0 +3O,FA 28:0 +3O,fatty_acid,nl
422.4118378,FA 28:1,FA 28:1,fatty_acid,nl
438.4067524,FA 28:1 +1O,FA 28:1 +1O,fatty_acid,nl
454.401667,FA 28:1 +2O,FA 28:1 +2O,fatty_acid,nl
470.3965816,FA 28:1 +3O,FA 28:1 +3O,fatty_acid,nl
420.3961877,FA 28:2,FA 28:2,fatty_acid,nl
436.3911023,FA 28:2 +1O,FA 28:2 +1O,fatty_acid,nl
452.3860169,FA 28:2 +2O,FA 28:2 +2O,fatty_acid,nl
468.3809316,FA 28:2 +3O,FA 28:2 +3O,fatty_acid,nl
418.3805376,FA 28:3,FA 28:3,fatty_acid,nl
434.3754522,FA 28:3 +1O,FA 28:3 +1O,fatty_acid,nl
450.3703669,FA 28:3 +2O,FA 28:3 +2O,fatty_acid,nl
466.3652815,FA 28:3 +3O,FA 28:3 +3O,fatty_acid,nl
416.3648875,FA 28:4,FA 28:4,fatty_acid,nl
432.3598022,FA 28:4 +1O,FA 28:4 +1O,fatty_acid,nl
448.3547168,FA 28:4 +2O,FA 28:4 +2O,fatty_acid,nl
464.3496314,FA 28:4 +3O,FA 28:4 +3O,fatty_acid,nl
414.3492375,FA 28:5,FA 28:5,fatty_acid,nl
430.3441521,FA 28:5 +1O,FA 28:5 +1O,fatty_acid,nl
446.3390667,FA 28:5 +2O,FA 28:5 +2O,fatty_acid,nl
462.3339813,FA 28:5 +3O,FA 28:5 +3O,fatty_acid,nl
412.3335874,FA 28:6,FA 28:6,fatty_acid,nl
428.328502,FA 28:6 +1O,FA 28:6 +1O,fatty_acid,nl
444.3234166,FA 28:6 +2O,FA 28:6 +2O,fatty_acid,nl
460.3183312,FA 28:6 +3O,FA 28:6 +3O,fatty_acid,nl
438.4431379,FA 29:0,FA 29:0,fatty_acid,nl
454.4380526,FA 29:0 +1O,FA 29:0 +1O,fatty_acid,nl
470.4329672,FA 29:0 +2O,FA 29:0 +2O,fatty_acid,nl
486.4278818,FA 29:0 +3O,FA 29:0 +3O,fatty_acid,nl
436.4274879,FA 29:1,FA 29:1,fatty_acid,nl
452.4224025,FA 29:1 +1O,FA 29:1 +1O,fatty_acid,nl
468.4173171,FA 29:1 +2O,FA 29:1 +2O,fatty_acid,nl
484.4122317,FA 29:1 +3O,FA 29:1 +3O,fatty_acid,nl
434.4118378,FA 29:2,FA 29:2,fatty_acid,nl
450.4067524,FA 29:2 +1O,FA 29:2 +1O,fatty_acid,nl
466.401667,FA 29:2 +2O,FA 29:2 +2O,fatty_acid,nl
482.3965816,FA 29:2 +3O,FA 29:2 +3O,fatty_acid,nl
432.3961877,FA 29:3,FA 29:3,fatty_acid,nl
448.3911023,FA 29:3 +1O,FA 29:3 +1O,fatty_acid,nl
464.3860169,FA 29:3 +2O,FA 29:3 +2O,fatty_acid,nl
480.3809316,FA 29:3 +3O,FA 29:3 +3O,fatty_acid,nl
430.3805376,FA 29:4,FA 29:4,fatty_acid,nl
446.3754522,FA 29:4 +1O,FA 29:4 +1O,fatty_acid,nl
462.3703669,FA 29:4 +2O,FA 29:4 +2O,fatty_acid,nl
478.3652815,FA 29:4 +3O,FA 29:4 +3O,fatty_acid,nl
428.3648875,FA 29:5,FA 29:5,fatty_acid,nl
444.3598022,FA 29:5 +1O,FA 29:5 +1O,fatty_acid,nl
460.3547168,FA 29:5 +2O,FA 29:5 +2O,fatty_acid,nl
476.3496314,FA 29:5 +3O,FA 29:5 +3O,fatty_acid,nl
426.3492375,FA 29:6,FA 29:6,fatty_acid,nl
442.3441521,FA 29:6 +1O,FA 29:6 +1O,fatty_acid,nl
458.3390667,FA 29:6 +2O,FA 29:6 +2O,fatty_acid,nl
474.3339813,FA 29:6 +3O,FA 29:6 +3O,fatty_acid,nl
452.458788,FA 30:0,FA 30:0,fatty_acid,nl
468.4537026,FA 30:0 +1O,FA 30:0 +1O,fatty_acid,nl
484.4486173,FA 30:0 +2O,FA 30:0 +2O,fatty_acid,nl
500.4435319,FA 30:0 +3O,FA 30:0 +3O,fatty_acid,nl
450.4431379,FA 30:1,FA 30:1,fatty_acid,nl
466.4380526,FA 30:1 +1O,FA 30:1 +1O,fatty_acid,nl
482.4329672,FA 30:1 +2O,FA 30:1 +2O,fatty_acid,nl
498.4278818,FA 30:1 +3O,FA 30:1 +3O,fatty_acid,nl
448.4274879,FA 30:2,FA 30:2,fatty_acid,nl
464.4224025,FA 30:2 +1O,FA 30:2 +1O,fatty_acid,nl
480.4173171,FA 30:2 +2O,FA 30:2 +2O,fatty_acid,nl
496.4122317,FA 30:2 +3O,FA 30:2 +3O,fatty_acid,nl
446.4118378,FA 30:3,FA 30:3,fatty_acid,nl
462.4067524,FA 30:3 +1O,FA 30:3 +1O,fatty_acid,nl
478.401667,FA 30:3 +2O,FA 30:3 +2O,fatty_acid,nl
494.3965816,FA 30:3 +3O,FA 30:3 +3O,fatty_acid,nl
444.3961877,FA 30:4,FA 30:4,fatty_acid,nl
460.3911023,FA 30:4 +1O,FA 30:4 +1O,fatty_acid,nl
476.3860169,FA 30:4 +2O,FA 30:4 +2O,fatty_acid,nl
492.3809316,FA 30:4 +3O,FA 30:4 +3O,fatty_acid,nl
442.3805376,FA 30:5,FA 30:5,fatty_acid,nl
458.3754522,FA 30:5 +1O,FA 30:5 +1O,fatty_acid,nl
474.3703669,FA 30:5 +2O,FA 30:5 +2O,fatty_acid,nl
490.3652815,FA 30:5 +3O,FA 30:5 +3O,fatty_acid,nl
440.3648875,FA 30:6,FA 30:6,fatty_acid,nl
456.3598022,FA 30:6 +1O,FA 30:6 +1O,fatty_acid,nl
472.3547168,FA 30:6 +2O,FA 30:6 +2O,fatty_acid,nl
488.3496314,FA 30:6 +3O,FA 30:6 +3O,fatty_acid,nl
